id_product,product_name,category,price,stock
547,"Loaf Pan - 2 Lb, Foil",bazaar,$598.03,294
548,Foil - Round Foil,cleaning,$893.06,711
549,Chevril,cosmetic,$336.40,715
550,Table Cloth 54x54 White,cleaning,$349.96,766
551,Capicola - Hot,cosmetic,$181.62,604
552,Tomatoes - Orange,cleaning,$84.14,922
553,Juice - Apple 284ml,toys,$473.85,119
554,Wine - Delicato Merlot,fishing,$257.19,194
555,Bread - Sour Batard,toys,$889.73,394
556,Coffee Caramel Biscotti,cosmetic,$892.57,560
557,Bread - Multigrain,fishing,$408.02,615
558,"Bread - Roll, Italian",food,$575.61,977
559,Appetizer - Tarragon Chicken,cosmetic,$302.80,939
560,Soup - Campbells Chili Veg,fishing,$999.33,948
561,Bread - Sour Batard,food,$25.44,666
562,"Nut - Cashews, Whole, Raw",food,$737.63,315
563,Compound - Passion Fruit,food,$640.53,755
564,"Wine - White, Cooking",pets,$736.81,556
565,Arrowroot,fishing,$986.66,248
566,"Bread - Bagels, Mini",cleaning,$617.90,486
567,"Beans - Long, Chinese",cleaning,$313.35,35
568,Towel Multifold,pets,$851.63,332
569,Sauerkraut,bazaar,$326.21,938
570,Trueblue - Blueberry Cranberry,toys,$799.31,304
571,Maintenance Removal Charge,cleaning,$882.72,313
572,"Pasta - Lasagna, Dry",pets,$590.55,70
573,Tomatoes - Orange,cleaning,$653.13,866
574,Potatoes - Idaho 80 Count,food,$76.90,741
575,Beef - Top Sirloin - Aaa,fishing,$645.96,785
576,Tomato Puree,toys,$652.31,148
577,Vinegar - White Wine,bazaar,$195.59,84
578,"Lamb - Pieces, Diced",cleaning,$365.18,64
579,Celery Root,fishing,$782.66,278
580,Cheese - Goat With Herbs,food,$325.07,64
581,Herb Du Provence - Primerba,pets,$293.69,227
582,Foil Wrap,cosmetic,$392.59,830
583,Peach - Halves,cosmetic,$764.41,489
584,Goat - Whole Cut,fishing,$940.28,461
585,Soup - Campbells Broccoli,toys,$394.70,755
586,Wine - Fontanafredda Barolo,cleaning,$876.30,768
587,Brandy - Bar,pets,$943.04,432
588,Bag - Regular Kraft 20 Lb,pets,$653.78,430
589,Yogurt - Assorted Pack,pets,$500.40,132
590,Samosa - Veg,cosmetic,$945.35,463
591,Rice - Brown,cosmetic,$438.63,816
592,Crab - Meat,cosmetic,$716.99,470
593,Flour - Pastry,food,$485.23,975
594,French Pastry - Mini Chocolate,toys,$624.18,273
595,Burger Veggie,cosmetic,$436.83,118
596,Foam Dinner Plate,fishing,$416.28,999
597,Cake - Bande Of Fruit,fishing,$297.47,91
598,Carbonated Water - Peach,cosmetic,$869.77,389
599,Wine - Fino Tio Pepe Gonzalez,bazaar,$267.18,182
600,Flour - Cake,pets,$77.69,390
601,Carbonated Water - Peach,bazaar,$998.47,607
602,Wine - Toasted Head,cosmetic,$279.48,86
603,Broccoli - Fresh,cosmetic,$660.73,429
604,Cheese - Cream Cheese,bazaar,$275.30,784
605,Hipnotiq Liquor,cosmetic,$37.37,869
606,Veal - Ground,cleaning,$961.94,132
607,Paper Cocktail Umberlla 80 - 180,food,$180.73,782
608,Munchies Honey Sweet Trail Mix,cosmetic,$492.89,893
609,Sun - Dried Tomatoes,bazaar,$711.40,780
610,Glass - Juice Clear 5oz 55005,toys,$679.87,370
611,"Water, Tap",cleaning,$327.85,282
612,Bols Melon Liqueur,food,$512.07,697
613,Chicken - Whole Roasting,fishing,$46.89,228
614,Propel Sport Drink,toys,$938.21,95
615,"Pork - Back, Short Cut, Boneless",food,$516.78,978
616,Chicken - Wieners,cleaning,$86.98,13
617,Beer - Sleeman Fine Porter,fishing,$901.28,267
618,"Wine - White, Mosel Gold",cleaning,$25.31,795
619,Lentils - Green Le Puy,bazaar,$318.54,17
620,Scallops - 20/30,cleaning,$922.59,986
621,Puree - Passion Fruit,cosmetic,$29.44,383
622,"Pasta - Lasagna Noodle, Frozen",food,$799.61,651
623,Cleaner - Lime Away,cleaning,$11.52,308
624,Marzipan 50/50,cosmetic,$709.71,816
625,"Potatoes - Purple, Organic",pets,$331.28,402
626,"Thyme - Lemon, Fresh",cleaning,$154.21,46
627,Beef - Kobe Striploin,fishing,$502.18,650
628,Mix - Cappucino Cocktail,cosmetic,$477.47,96
629,Beef - Ox Tongue,bazaar,$277.72,402
630,Cod - Fillets,cosmetic,$967.65,45
631,Cake - Lemon Chiffon,bazaar,$410.51,337
632,Arizona - Green Tea,cosmetic,$773.88,224
633,Spice - Paprika,bazaar,$400.16,208
634,Eggwhite Frozen,pets,$926.45,99
635,Calvados - Boulard,food,$115.06,313
636,Chip - Potato Dill Pickle,bazaar,$292.02,947
637,Jameson Irish Whiskey,cleaning,$96.01,833
638,Brandy - Bar,bazaar,$748.52,33
639,Turnip - Mini,bazaar,$289.65,178
640,Burger Veggie,bazaar,$234.73,259
641,Puree - Mocha,fishing,$383.91,565
642,Lemon Pepper,food,$386.10,451
643,Guava,food,$950.59,418
644,Huck Towels White,bazaar,$796.53,56
645,"Onions - Dried, Chopped",pets,$313.24,586
646,"Napkin - Cocktail,beige 2 - Ply",bazaar,$453.13,618
647,"Chocolate - Semi Sweet, Calets",fishing,$11.32,786
648,"Wine - Red, Mosaic Zweigelt",food,$202.38,361
649,Pie Filling - Cherry,cosmetic,$415.67,588
650,"Bar Mix - Pina Colada, 355 Ml",pets,$100.22,401
651,Brandy - Bar,bazaar,$243.84,128
652,Lotus Rootlets - Canned,food,$948.25,845
653,Beets - Golden,cosmetic,$894.96,245
654,"Wine - Red, Lurton Merlot De",cosmetic,$368.88,231
655,Pastry - Baked Cinnamon Stick,cleaning,$25.84,978
656,Napkin Colour,toys,$225.15,757
657,Cinnamon - Ground,toys,$290.28,135
658,Ginger - Ground,toys,$613.20,421
659,Lettuce - Red Leaf,cosmetic,$997.32,752
660,Dawn Professionl Pot And Pan,cleaning,$144.06,491
661,Wine - Malbec Trapiche Reserve,fishing,$549.84,614
662,Blackberries,cleaning,$852.10,213
663,Lid Coffee Cup 8oz Blk,pets,$507.69,886
664,Cinnamon Rolls,toys,$607.72,414
665,Container - Clear 16 Oz,pets,$305.74,937
666,Pastry - Cheese Baked Scones,cleaning,$217.37,692
667,Bacardi Limon,fishing,$597.51,617
668,Shopper Bag - S - 4,pets,$707.27,553
669,"Ecolab - Orange Frc, Cleaner",cleaning,$305.12,715
670,"Onions - Dried, Chopped",fishing,$120.45,28
671,Tia Maria,pets,$305.91,406
672,Glove - Cutting,bazaar,$576.00,556
673,Sauce - Fish 25 Ozf Bottle,cosmetic,$296.81,631
674,Ocean Spray - Kiwi Strawberry,cleaning,$625.32,845
675,Beer - Tetleys,cleaning,$684.43,118
676,Onions - Cooking,food,$128.82,679
677,Sea Bass - Whole,cleaning,$237.26,842
678,Wine - Coteaux Du Tricastin Ac,cosmetic,$65.81,351
679,Pasta - Orecchiette,pets,$373.68,329
680,Wine - Masi Valpolocell,food,$94.12,972
681,Nantucket - Pomegranate Pear,fishing,$673.18,916
682,"Wine - Harrow Estates, Vidal",toys,$80.39,501
683,Sugar Thermometer,bazaar,$293.13,957
684,Cake - Mini Potato Pancake,bazaar,$607.83,242
685,Glass - Juice Clear 5oz 55005,cosmetic,$864.43,846
686,Wine - Baron De Rothschild,fishing,$230.69,608
687,Wine - Peller Estates Late,pets,$265.84,461
688,Squash - Sunburst,cleaning,$415.92,915
689,"Zucchini - Mini, Green",food,$723.68,7
690,Trout - Smoked,cosmetic,$751.65,285
691,"Pasta - Tortellini, Fresh",bazaar,$293.26,398
692,Crab Meat Claw Pasteurise,food,$710.95,746
693,"Pail - 15l White, With Handle",bazaar,$315.07,705
694,"Soup - Knorr, Veg / Beef",toys,$345.84,562
695,Sauce - Alfredo,cleaning,$269.74,9
696,Macaroons - Two Bite Choc,cleaning,$342.11,886
697,Petit Baguette,fishing,$16.01,816
698,"Cheese - Brie,danish",pets,$973.10,736
699,Bread - Raisin Walnut Pull,cleaning,$107.63,114
700,"Vermouth - White, Cinzano",bazaar,$573.59,40
701,"Crab - Dungeness, Whole, live",bazaar,$711.00,134
702,Horseradish - Prepared,pets,$625.14,444
703,Savory,bazaar,$671.85,839
704,Cheese - Oka,bazaar,$127.30,431
705,Wine - Baron De Rothschild,bazaar,$107.68,340
706,"Pasta - Fusili, Dry",bazaar,$155.19,835
707,Bay Leaf,bazaar,$843.01,99
708,Juice - Mango,food,$441.12,547
709,Muskox - French Rack,bazaar,$257.53,940
710,Bacardi Raspberry,bazaar,$481.43,457
711,Wine - Periguita Fonseca,bazaar,$618.43,925
712,"Chocolate - Pistoles, Lactee, Milk",fishing,$79.60,823
713,Crackers - Water,fishing,$419.09,247
714,Orange Roughy 4/6 Oz,toys,$735.85,242
715,Pimento - Canned,toys,$151.68,540
716,"Pork - Butt, Boneless",cleaning,$898.42,665
717,"Nut - Cashews, Whole, Raw",food,$761.14,16
718,Star Fruit,food,$989.35,637
719,Cream - 10%,cosmetic,$677.02,813
720,Gatorade - Lemon Lime,fishing,$958.43,69
721,Zucchini - Green,food,$216.72,665
722,Wine - Zonnebloem Pinotage,cosmetic,$465.34,701
723,Rappini - Andy Boy,fishing,$719.58,315
724,"Syrup - Monin, Amaretta",fishing,$86.31,676
725,Soup - French Can Pea,food,$428.76,62
726,"Ecolab - Orange Frc, Cleaner",cleaning,$305.32,650
727,Langers - Mango Nectar,food,$175.48,667
728,"Soup - Campbells, Butternut",toys,$571.33,970
729,Juice - Lemon,fishing,$234.46,679
730,Salt And Pepper Mix - Black,fishing,$473.12,2
731,"Veal - Brisket, Provimi,bnls",fishing,$252.36,701
732,Turnip - White,cosmetic,$314.92,25
733,"C - Plus, Orange",cleaning,$58.64,866
734,Wine - Cotes Du Rhone,pets,$496.43,404
735,Gatorade - Cool Blue Raspberry,fishing,$48.20,6
736,Cookies Oatmeal Raisin,cleaning,$779.98,261
737,"Orange - Canned, Mandarin",food,$587.03,98
738,"Juice - Pineapple, 341 Ml",pets,$442.10,795
739,"Salt - Rock, Course",cleaning,$588.89,454
740,"Jam - Strawberry, 20 Ml Jar",food,$339.82,438
741,"Salt - Rock, Course",pets,$964.42,803
742,Soupfoamcont12oz 112con,food,$266.96,376
743,"Rum - Cream, Amarula",bazaar,$141.36,395
744,Crab - Meat,pets,$967.69,481
745,"Crab - Back Fin Meat, Canned",pets,$718.07,117
746,Ecolab - Solid Fusion,cleaning,$50.01,506
747,Muffin Chocolate Individual Wrap,food,$858.08,862
748,Browning Caramel Glace,food,$1.11,540
749,Sobe - Orange Carrot,bazaar,$156.13,824
750,Apples - Spartan,cosmetic,$559.04,192
751,"Chilli Paste, Ginger Garlic",toys,$500.34,603
752,"Wine - Red, Wolf Blass, Yellow",food,$411.63,886
753,Beef - Shank,bazaar,$913.29,555
754,Lid - 0090 Clear,toys,$247.02,130
755,Parasol Pick Stir Stick,cosmetic,$308.30,340
756,"Lemonade - Kiwi, 591 Ml",fishing,$153.85,887
757,"Chicken - Thigh, Bone In",bazaar,$995.15,157
758,"Beans - Black Bean, Preserved",pets,$996.34,750
759,Vector Energy Bar,cosmetic,$949.86,157
760,Flavouring - Rum,pets,$762.10,728
761,Appetizer - Mushroom Tart,cleaning,$50.40,863
762,Beets,toys,$320.69,544
763,Beef - Tenderloin Tails,cosmetic,$984.46,224
764,Crush - Cream Soda,bazaar,$125.04,395
765,Beer - Upper Canada Lager,cosmetic,$636.06,533
766,Wine - Masi Valpolocell,fishing,$310.39,687
767,Pastrami,cosmetic,$400.89,882
768,Lettuce - Radicchio,cosmetic,$295.62,418
769,Ice Cream - Life Savers,bazaar,$955.98,524
770,Onions - Vidalia,fishing,$92.94,973
771,Wine - Riesling Alsace Ac 2001,toys,$255.13,785
772,"Pasta - Fettuccine, Dry",fishing,$616.86,936
773,Longos - Chicken Cordon Bleu,toys,$780.81,18
774,Beef - Cow Feet Split,food,$280.84,273
775,Pork - Belly Fresh,food,$708.61,976
776,Coffee - Frthy Coffee Crisp,toys,$962.68,468
777,Bread - White Mini Epi,pets,$907.82,214
778,Scallops 60/80 Iqf,pets,$824.33,670
779,Thyme - Fresh,toys,$876.39,896
780,Basil - Pesto Sauce,pets,$26.51,438
781,Sauce - Oyster,cleaning,$157.07,693
782,Laundry - Bag Cloth,cleaning,$742.19,640
783,"Pasta - Shells, Medium, Dry",toys,$262.63,139
784,"Coconut - Shredded, Unsweet",toys,$130.39,718
785,Lettuce - Baby Salad Greens,toys,$462.18,279
786,Wine - Zinfandel California 2002,cosmetic,$956.63,267
787,Salad Dressing,cosmetic,$101.39,354
788,Smoked Tongue,pets,$396.68,893
789,Tea - Honey Green Tea,toys,$820.08,344
790,"Wine - Red, Mosaic Zweigelt",cleaning,$661.09,962
791,Oil - Grapeseed Oil,fishing,$535.88,130
792,Chocolate - Mi - Amere Semi,fishing,$39.87,494
793,"Wine - Red, Harrow Estates, Cab",fishing,$953.08,96
794,"Cookies - Oreo, 4 Pack",toys,$434.56,117
795,Buffalo - Striploin,pets,$720.65,410
796,"Split Peas - Yellow, Dry",bazaar,$130.97,497
797,The Pop Shoppe - Root Beer,cosmetic,$487.80,945
798,Wine - Sawmill Creek Autumn,pets,$280.08,500
799,Veal - Osso Bucco,fishing,$57.38,41
800,"Beans - Fava, Canned",toys,$955.70,573
